method_name,old_code,new_code,is_vulnerable
p
t
 
i
n
 
c
o
m
p
l
i
a",1
MongoDbIO::BoundedMongoDbReader::createClient," 
S
e
e
 
t
h
e
 "," 
L
i
c
e
n
s
e
 
f",1
MongoDbIO::Write::WriteFn::createMongoClient,".
i
o
.
m
o
n
g
o
d","d
b
.
F
i
n
d
Q
u
e
r",1
MongoDbIO::BoundedMongoDbSource::split," 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*


 
*
 
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C
E
N
S
E
-
2
.
0


 
*


 
*
 
U
n
l
e
s
s
 "," 
L
i
c
e
n
s
e
 
a
t


 
*


 
*
 
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C
E
N
S
E
-
2
.
0


 
*


 
*
 
U
n
l
e
s
s
 
r
e
q
u
i
r
e
d",1
SSLUtils::ignoreSSLCertificate,"F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r","S
F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m",1
AbstractHttp11Protocol::setRejectIllegalHeaderName,"a
d
d","i
n
g",1
AbstractHttp11Protocol::getRejectIllegalHeaderName, ,r,1
Http11InputBuffer::skipLine,"r
;


i
m
p
o
r
t
 
j
a
v
a
.
n
i
o
.
c
h
a
r
s
e
t
.
S
t
a
n
d
a
r
d
C
h","c
h
a
r
s
e
t
.
S
t
a
n
d
a
r
d
C
h
a
r
s
e
t
s
;


i
m
p
o
r
t
 
j
a
v
a
.
u
t
i",1
Http11InputBuffer::parseHeader,"i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
h
t
t
p
1
1
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
i
o
.
B
y
t
e
B
u
f","i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
h
t
t
p
1
1
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
i
o
.
B
y
t
e
B
u
f
f
e
r
;


i
m
p
o
r
t
 
j
a
v
a
.
n
i",1
AbstractHttp11Protocol::setRejectIllegalHeaderName,"e
n
t","s
t
r",1
AbstractHttp11Protocol::getRejectIllegalHeaderName,n,N,1
InternalAprInputBuffer::skipLine,"a
p
p
l
i
c
a
b
l
e
 
l
a
w
 
o
r
 
a
g
r
e
e
d
 
t
o
 
i
n
 
w
r
i","r
e
e
d
 
t
o
 
i
n
 
w
r
i
t
i
n
g
,
 
s
o
f
t
w
a
r
e


 
*
 
 
d
i
s
t
r
i
b",1
InternalAprInputBuffer::parseHeader,"c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*


 
*
 
 
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C
E
N
S
E
-
2
.
0


 
*


 
*
 
 
U
n
l
e
s
s
 
r
e
q
u
i
r
e
d
 
b","c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*


 
*
 
 
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C
E
N
S
E
-
2
.
0


 
*


 
*
 
 
U
n
l
e
s
s
 
r
e
q
u
i
r
e
d
 
b
y
 
a
p
p
l
i
c
a
b
l
e
 
l
a
w
 
o
r
 ",1
InternalInputBuffer::parseHeader,"*
 
 
(
t
h
e
 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*


 
*
 
 
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r","*
 
 
(
t
h
e
 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*


 
*
 
 
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C
E
N
S
E
-
2",1
InternalInputBuffer::skipLine,".
0


 
*


 
*
 
 
U
n
l
e
s
s
 
r
e
q
u
i
r
e
d
 
b
y
 
a
p
p
l
i","u
i
r
e
d
 
b
y
 
a
p
p
l
i
c
a
b
l
e
 
l
a
w
 
o
r
 
a
g
r
e
e
d
 
t
o
 
i
n
 ",1
InternalNioInputBuffer::skipLine," 
i
m
p
l
i
e
d
.


 
*
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h"," 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v",1
InternalNioInputBuffer::parseHeader,"p
l
i
c
a
b
l
e
 
l
a
w
 
o
r
 
a
g
r
e
e
d
 
t
o
 
i
n
 
w
r
i
t
i
n
g
,
 
s
o
f
t
w
a
r
e


 
*
 
 
d
i
s
t
r
i
b
u
t
e
d
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
 
i
s
 
d
i
s
t
r
i
b
u
t
e
d
 
o
n
 
a
n
 
""
A
S
 
I
S
""
 
B
A
S
I
S
,


 
*
 
 
W
I
T
H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e","p
l
i
c
a
b
l
e
 
l
a
w
 
o
r
 
a
g
r
e
e
d
 
t
o
 
i
n
 
w
r
i
t
i
n
g
,
 
s
o
f
t
w
a
r
e


 
*
 
 
d
i
s
t
r
i
b
u
t
e
d
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
 
i
s
 
d
i
s
t
r
i
b
u
t
e
d
 
o
n
 
a
n
 
""
A
S
 
I
S
""
 
B
A
S
I
S
,


 
*
 
 
W
I
T
H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.


 
*",1
AbstractHttp11Protocol::setRejectIllegalHeaderName,"a
d
d","i
n
g",1
AbstractHttp11Protocol::getRejectIllegalHeaderName, ,r,1
Http11InputBuffer::skipLine,"

i
m
p
o
r
t
 
j
a
v
a
.
n
i
o
.
c
h
a
r
s
e
t
.
S
t
a
n
d
a
r
d
C
h
a
r","a
r
s
e
t
.
S
t
a
n
d
a
r
d
C
h
a
r
s
e
t
s
;


i
m
p
o
r
t
 
j
a
v
a
.
u
t
i
l
.",1
Http11InputBuffer::parseHeader,"g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
h
t
t
p
1
1
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
i
o
.
B
y
t
e
B
u
f
f
e","g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
h
t
t
p
1
1
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
i
o
.
B
y
t
e
B
u
f
f
e
r
;


i
m
p
o
r
t
 
j
a
v
a
.
n
i
o
.",1
AjpAprProtocol::AjpAprProtocol," 
o
n
e
 
o
r
 
m
o","o
n
e
 
o
r
 
m
o
r
e",1
AjpNioProtocol::AjpNioProtocol,"u
n
d
e
r
 
o
n
e
 ","n
d
e
r
 
o
n
e
 
o
r",1
AjpProtocol::AjpProtocol,"n
d
e
r
 
o
n
e","d
e
r
 
o
n
e
 
o",1
AbstractAjpProtocol::setRequiredSecret," 
t
h","a
d
d",1
AbstractAjpProtocol::createProcessor," 
c
o
p
y
r
i
g
h
t
 
o","l
i
c
e
n
s
e
s
 
t
h
i",1
AjpProcessor::prepareRequest,".


 
*
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m"," 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t",1
AjpProcessor::setRequiredSecret,"n
o
t","o
t
 ",1
AjpProcessor::prepareRequest,"""
 
B
A
S
I
S
,


 
*
 
 
W
I
T
H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.


 
*
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o","H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.


 
*
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a",1
AbstractAjpProtocol::AbstractAjpProtocol,"d
a
t
i
o
n
 
(
A","t
i
o
n
 
(
A
S
F
)
 ",1
AbstractAjpProtocol::getRequiredSecret,"i
s
 "," 
i
n",1
AbstractAjpProtocol::setRequiredSecret," 
t
h","a
d
d",1
AbstractAjpProtocol::AbstractAjpProtocol,"d
a
t
i
o
n
 
(
A","t
i
o
n
 
(
A
S
F
)
 ",1
AjpProcessor::prepareRequest," 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t","e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
n
t
e
r
r
u
p
t
e
d
I
O
E
x
c
e
p
t
i
o
n
;


i",1
AbstractAjpProcessor::prepareRequest,"n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
n
t
e
r
r
u
p
t
e
d
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
e
t
.
I
n
e
t
A
d
d
r
e
s
s
;


i
m
p
o
r
t
 
j
a
v
a
.
s
e
c
u
r
i
t
y
."," 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
n
t
e
r
r
u
p
t
e
d
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
e
t
.
I
n
e
t
A
d
d
r
e
s
s
;


i
m
p
o
r
t
 
j
a
v
a
.
s
e
c
u
r
i
t
y
.
N
o
S
u
c
h
P
r
o
v
i
d
e
r
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
s
e",1
AjpAprProtocol::AjpConnectionHandler::createProcessor,"h


 
*
 
 
t
h
i
s
 
w
o","h


 
*
 
 
t
h
i
s
 
w
o
r",1
AjpNioProtocol::AjpConnectionHandler::createProcessor," 
i
n
f
o
r
m
a
t
i
o
n
 "," 
i
n
f
o
r
m
a
t
i
o
n
 
r",1
AjpProtocol::AjpConnectionHandler::createProcessor,"i
b
u
t
e
d
 
w
i
t
h


 ","i
b
u
t
e
d
 
w
i
t
h


 
*",1
AbstractAjpProcessor::setRequiredSecret,"e
 
""","n
s
e",1
AbstractAjpProcessor::prepareRequest,"g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
n
t
e
r
r
u
p
t
e
d
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
e
t
.
I
n
e
t
A
d
d
r
e
s
s
;


i
m
p
o
r
t
 
j
a
v
a
.
s
e","n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
n
t
e
r
r
u
p
t
e
d
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
n
e
t
.
I
n
e
t
A
d
d
r
e
s
s
;


i
m
p
o
r
t
 
j
a
v
a
.
s
e
c
u
r
i
t
y
.",1
AbstractAjpProtocol::setRequiredSecret,"e
m
e","N
O
T",1
AbstractAjpProtocol::createProcessor," 
f
i
l
e
 
t
o
 
Y
o
u"," 
f
i
l
e
 
t
o
 
Y
o
u
 ",1
AjpProcessor::prepareRequest,"e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
n
t
e
r
r
u
p
t
e
d
I
O
E
x
c
e
p
t
i
o
n
;


i","t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
c
o
y
o
t
e
.
a
j
p
;




i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
B
y
t
e
A
r
r
a
y
I
n
p
u
t
S
t
r
e
a
m
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
E
O
F
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
j
a
v
a
.
i
o
.
I
n
t
e
r
r
u
p
t
e
d
I
O
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t",1
FileUtils::createTempFile,"t
e
r","F
i
l",1
FileUtils::createTempFile,"t
e
r","F
i
l",1
SymbolicLinkUtils::deleteSymbolicLink,"h
i
p
.


 
*
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h
i
s
 
f
i
l
e
 
t
o
 
Y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0


 
*
 
 
(","i
p
.


 
*
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h
i
s
 
f
i
l
e
 
t
o
 
Y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0


 
*
 
 
(
t",1
JMXService::start,".
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u","n
s
e
 
a
g
r",1
JMXService::stop,"d
 
w
i
t
h
 
t
h
i
s","m
e",1
StartupChecks::if,"w
a
r
e
 
F
o
u
n
d
a
t
i","w
a
r
e
 
F
o
u",1
YAMLConfiguration::read,"e
 
o
r
 
m
o
r
e


 
*
 ","r
 
m
o
r
e


 
*
 
c
o
n",1
YAMLConfiguration::read,"e
 
o
r
 
m
o
r
e


 
*
 ","r
 
m
o
r
e


 
*
 
c
o
n",1
YAMLConfiguration::read,"e
 
o
r
 
m
o
r
e


 
*
 ","r
 
m
o
r
e


 
*
 
c
o
n",1
YAMLConfiguration::read,"e
 
o
r
 
m
o
r
e


 
*
 ","r
 
m
o
r
e


 
*
 
c
o
n",1
MBServerConnectorFactory::createConnector,"E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f","i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n",1
Client::main,"g
r
e
e
m
e
n
t
s
.
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 ","g
r
e
e
m
e
n
t
s
.
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h",1
InstrumentationManagerImpl::init,"b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t"," 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n",1
InstrumentationManagerImpl::readJMXProperties,"i
n
 
a
 
c
o
p
y
 
o
f
 
t
h"," 
w
i
t
h
 
t
h
e
 ",1
InstrumentationManagerImpl::shutdown,"s
e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e


 
*
 "," 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h",1
